"node","lagoon","station","season","date_time","water_column_position","dissolved_organic_carbon_umol_L","total_dissolved_nitrogen_umol_L","chlorophyll_a_ug_L","conductivity_uS_cm","depth_m","DO_concentration_mg_L","DO_saturation_percent","phycoerythrin_ug_L","pH","salinity","specific_conductivity_uS_cm","temperature_C","notes.x","d18O","notes.y","collection_method","station_name","latitude","longitude","habitat_type","station_sampling_priority"
"West","Elson East","EELD2","open water",2022-08-02,"surface",416,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.7,NA,"pump","Elson East Lagoon Deep Station 2",71.25211,-156.04619,"lagoon","secondary"
"West","Elson East","EELS1","break up",2019-06-22,"surface",NA,NA,1.9,2752,0.1,12.99,95.8,4.15,7.42,2.59,4893,2.1,NA,NA,NA,NA,"Elson East Lagoon Shallow Station 1",71.2629,-156.27286,"lagoon","primary"
"West","Elson East","EELS1","open water",2019-07-31,"surface",166,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,"pump","Elson East Lagoon Shallow Station 1",71.2629,-156.27286,"lagoon","primary"
"West","Elson East","EELS1","open water",2019-08-01,"surface",NA,NA,3,27168,0.08,9.99,103.9,3.9,7.92,23.5,37175,10.9,NA,NA,NA,NA,"Elson East Lagoon Shallow Station 1",71.2629,-156.27286,"lagoon","primary"
"West","Elson East","EELS1","open water",2021-08-02,"surface",138,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.7,NA,"pump","Elson East Lagoon Shallow Station 1",71.2629,-156.27286,"lagoon","primary"
"West","Elson East","EELS1","open water",2022-08-02,"surface",194,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA,"pump","Elson East Lagoon Shallow Station 1",71.2629,-156.27286,"lagoon","primary"
"West","Elson East","EELS1_Aux_2019","break up",2019-06-22,"surface",365,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.7,NA,"pump","Elson East Lagoon Shallow auxiliary sampling station 2019",71.26533,-156.2619838,"lagoon","not applicable"
"West","Elson East","EELS1_Aux_2021","break up",2021-07-07,"surface",193,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.3,NA,"pump","Elson East Lagoon Shallow auxiliary sampling station 2021",71.26196,-156.35121,"lagoon","not applicable"
"West","Elson East","EELS1_Aux_2022","break up",2022-07-04,"surface",565,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.5,NA,"pump","Elson East Lagoon Shallow auxiliary sampling station 2019",71.26101,-156.35121,"lagoon","not applicable"
"West","Elson East","EELS2","open water",2019-07-31,"surface",166,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.3,NA,"pump","Elson East Lagoon Shallow Station 2",71.24097,-156.09151,"lagoon","secondary"
"West","Elson East","EELS2","open water",2019-08-01,"surface",NA,NA,2.74,26490,0.04,9.96,103.6,3.26,7.8,22.88,36344,10.8,NA,NA,NA,NA,"Elson East Lagoon Shallow Station 2",71.24097,-156.09151,"lagoon","secondary"
"West","Elson East","EELS2","open water",2021-08-02,"surface",304,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.6,NA,"pump","Elson East Lagoon Shallow Station 2",71.24097,-156.09151,"lagoon","secondary"
"West","Elson East","EELS2","open water",2022-08-02,"surface",260,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.9,NA,"pump","Elson East Lagoon Shallow Station 2",71.24097,-156.09151,"lagoon","secondary"
"West","Elson East","NNR1","open water",2018-07-27,"surface",828,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","No Name River Station 1",71.2392833,-156.33505,"river","river"
"West","Elson East","NNR1","break up",2019-06-20,"surface",967,40,2.7,89,NA,9.03,90.5,2.6,7.47,0.05,109.1,15.7,NA,-12.4,NA,"pump","No Name River Station 1",71.2392833,-156.33505,"river","river"
"West","Elson East","NNR1","break up",2019-06-20,"surface",967,40,2.7,89,NA,9.03,90.5,2.6,7.47,0.05,109.1,15.7,NA,-12.5,NA,"pump","No Name River Station 1",71.2392833,-156.33505,"river","river"
"West","Elson East","NNR1","open water",2019-08-02,"surface",772,31,NA,NA,NA,10.38,55.5,NA,6.95,NA,113.5,8.4,NA,-13.1,NA,"grab","No Name River Station 1",71.2392833,-156.33505,"river","river"
"West","Elson East","NNR1","break up",2021-07-06,"surface",564,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.5,NA,"pump","No Name River Station 1",71.2392833,-156.33505,"river","river"
"West","Elson East","NNR1","open water",2021-08-05,"surface",583,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.3,NA,"pump","No Name River Station 1",71.2392833,-156.33505,"river","river"
"West","Elson East","NNR1","break up",2022-07-02,"surface",498,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA,"pump","No Name River Station 1",71.2392833,-156.33505,"river","river"
"West","Elson East","NNR1","open water",2022-08-06,"surface",539,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.4,NA,"pump","No Name River Station 1",71.2392833,-156.33505,"river","river"
"West","Elson West","EWL_CET_0","break up",2021-07-04,"surface",352,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Elson West Lagoon Craig E Tweedie 0",71.358223,-156.36044,"lagoon","secondary"
"West","Elson West","EWL_CET_0","under ice",2022-04-18,"surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.4,NA,NA,"Elson West Lagoon Craig E Tweedie 0",71.358223,-156.36044,"lagoon","secondary"
"West","Elson West","EWLD1","open water",2018-07-28,"bottom",125,8,2.3,-99999,2.6,10.32,99.9,4.6,7.94,27.49,43337,6.2,NA,NA,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2018-07-28,"surface",116,8,1.21,-99999,0.16,10.42,101.1,3.71,7.78,27,42601,6.4,NA,NA,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2018-07-29,"bottom",NA,NA,2.12,-99999,3.3,10.76,105.6,5.17,7.91,27.31,43003,6.8,NA,NA,NA,NA,"Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2018-07-29,"surface",NA,NA,0.73,-99999,0.05,10.25,100.9,1.84,7.91,26.91,42396,7.1,NA,NA,NA,NA,"Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","under ice",2019-04-14,"bottom",212,21,0.39,27164,2.06,9.79,80.6,1.6,7.62,34.6,55933,-2,NA,-2.5,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","under ice",2019-04-14,"surface",140,18,0.3,27126,1.05,10.46,86.5,1.5,7.69,34.68,55975,-2,NA,-1.9,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","break up",2019-06-24,"bottom",NA,NA,19.7,9590,2.39,10.91,80,51.47,7.2,10.54,18426,-0.3,NA,NA,NA,NA,"Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","break up",2019-06-24,"bottom",NA,NA,3,4887,2.5,11.71,83.6,14.49,7.73,6.67,9488,-0.2,NA,NA,NA,NA,"Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","break up",2019-06-24,"surface",NA,NA,0.73,3302,0.76,13.15,93.4,1.8,8.6,3.28,6184,0.6,NA,NA,NA,NA,"Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","break up",2019-06-24,"surface",NA,NA,2.37,3155,0.65,13.18,92.4,5.1,7.56,3.18,5494,0.1,NA,NA,NA,NA,"Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2019-08-05,"bottom",78,7,2.1,33385,0.21,10.35,111.1,4.1,8.04,30.31,46911,9.9,NA,-2.5,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2019-08-05,"surface",104,8,2.27,33171,2.46,9.47,101.5,3.05,7.98,30.1,46604,9.9,NA,-2.7,NA,"grab","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","under ice",2021-04-25,"bottom",167,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","under ice",2021-04-25,"surface",156,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","break up",2021-07-08,"bottom",253,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","break up",2021-07-08,"surface",302,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2021-08-02,"bottom",148,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2021-08-02,"surface",108,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.2,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","under ice",2022-04-16,"bottom",272,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.8,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","under ice",2022-04-16,"surface",307,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2022-08-05,"bottom",245,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1","open water",2022-08-05,"surface",410,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.7,NA,"pump","Elson West Lagoon Deep Station 1",71.3379,-156.4165,"lagoon","primary"
"West","Elson West","EWLD1_Aux_2019","break up",2019-06-24,"bottom",385,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,NA,"pump","Elson West Lagoon Deep auxiliary sampling station 2019",71.358277,-156.36196681,"lagoon","not applicable"
"West","Elson West","EWLD1_Aux_2019","break up",2019-06-24,"surface",165,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.5,NA,"pump","Elson West Lagoon Deep auxiliary sampling station 2019",71.358277,-156.36196681,"lagoon","not applicable"
"West","Elson West","EWLD1_Aux_2019_B","break up",2019-06-23,"bottom",452,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2,NA,"pump","Elson West Lagoon Deep auxiliary sampling station B 2019",71.33972,-156.52472,"lagoon","not applicable"
"West","Elson West","EWLD1_Aux_2019_B","break up",2019-06-23,"surface",180,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.1,NA,"pump","Elson West Lagoon Deep auxiliary sampling station B 2019",71.33972,-156.52472,"lagoon","not applicable"
"West","Elson West","EWLD1_Aux_2021","break up",2021-07-04,"surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.6,NA,NA,"Elson West Lagoon Deep auxiliary sampling station 2021",71.33946,-156.48566,"lagoon","not applicable"
"West","Elson West","EWLD2","open water",2018-07-29,"bottom",NA,NA,1.92,28894,3.6,11.39,109.2,2.81,7.99,29.39,46280,5.4,NA,NA,NA,NA,"Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2018-07-29,"surface",NA,NA,0.75,-99999,0.05,11.16,103.8,1.78,7.82,18.89,41794,6.9,NA,NA,NA,NA,"Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","under ice",2019-04-15,"bottom",305,25,0.34,27666,3.3,10.36,86.5,2.3,7.51,35.33,5645,-1.8,NA,-3.8,NA,"pump","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","under ice",2019-04-15,"bottom",305,25,0.34,27666,3.3,10.36,86.5,2.3,7.51,35.33,5645,-1.8,NA,-3.7,NA,"pump","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","under ice",2019-04-15,"surface",170,18,0.23,26476,1.4,10.54,86.8,1.4,7.79,33.69,54465,-1.9,NA,-2.1,NA,"pump","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2019-08-05,"bottom",74,6,2.55,32553,2.75,9.13,97.1,3.5,7.95,29.7,46081,9.6,NA,-3.2,NA,"pump","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2019-08-05,"surface",160,10,2.28,30344,0.12,9.67,100.6,3.65,7.93,27.78,43400,9.3,NA,-3.5,NA,"grab","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2019-08-13,"bottom",NA,NA,2.62,32494,3.3,9.5,100.7,12.42,8.01,29.79,46353,9.4,NA,NA,NA,NA,"Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2019-08-13,"surface",NA,NA,3.04,31573,0.3,9.67,101.1,4.15,8.02,29.13,45314,9.1,NA,NA,NA,NA,"Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2021-08-02,"bottom",217,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,NA,"pump","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2021-08-02,"surface",208,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,NA,"pump","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2022-08-05,"bottom",131,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,NA,"pump","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLD2","open water",2022-08-05,"surface",273,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.7,NA,"pump","Elson West Lagoon Deep Station 2",71.31048,-156.28778,"lagoon","secondary"
"West","Elson West","EWLS1","open water",2018-07-28,"surface",111,10,3.24,-99999,0.5,10,99,5.67,7.85,25.19,39842,7.8,NA,NA,NA,"pump","Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1","break up",2019-06-21,"surface",NA,NA,1.3,2330,0.3,12.85,95.2,4.11,7.54,2.15,4086,2.3,NA,NA,NA,NA,"Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1","break up",2019-06-25,"surface",119,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.6,NA,"pump","Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1","open water",2019-08-05,"surface",186,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.7,NA,"grab","Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1","open water",2019-08-06,"surface",NA,NA,2.64,25980,0.23,10.25,102.3,4.29,7.98,24.98,37790,8.8,NA,NA,NA,NA,"Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1","open water",2021-08-02,"surface",237,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1","break up",2022-07-04,"surface",170,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.3,NA,"pump","Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1","break up",2022-07-04,"surface",188,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.3,NA,"pump","Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1","open water",2022-08-05,"surface",185,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.3,NA,"pump","Elson West Lagoon Shallow Station 1",71.32894,-156.56479,"lagoon","primary"
"West","Elson West","EWLS1_Aux_2021","break up",2021-07-04,"surface",199,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.3,NA,"pump","Elson West Lagoon Shallow auxiliary sampling station 2021",71.3315,-156.56548,"lagoon","not applicable"
"West","Elson West","EWLS2","break up",2019-06-22,"surface",NA,NA,3.19,2387,-99999,12.9,95.2,6.23,7.4,2.2,4206,2.2,NA,NA,NA,NA,"Elson West Lagoon Shallow Station 2",71.28187,-156.42513,"lagoon","secondary"
"West","Elson West","EWLS2","open water",2019-08-05,"surface",119,10,2.3,27666,0.25,9.76,99.2,3.6,7.85,25.32,39999,9,NA,-4.5,NA,"grab","Elson West Lagoon Shallow Station 2",71.28187,-156.42513,"lagoon","secondary"
"West","Elson West","EWLS2","open water",2021-08-02,"surface",244,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.2,NA,"pump","Elson West Lagoon Shallow Station 2",71.28187,-156.42513,"lagoon","secondary"
"West","Elson West","EWLS2","open water",2022-08-05,"surface",204,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,"pump","Elson West Lagoon Shallow Station 2",71.28187,-156.42513,"lagoon","secondary"
"West","Elson West","EWLS2_Aux_2019_B","break up",2019-06-22,"surface",450,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.5,NA,"pump","Elson West Lagoon Shallow auxiliary sampling station B 2019",71.2819192647806,-156.355639013771,"lagoon","not applicable"
"West","Elson West","MYR1","break up",2019-06-20,"surface",NA,NA,4.07,110.3,NA,10.41,100.4,5.27,7.57,0.07,140.4,13.8,NA,-13.9,NA,NA,"Mayoeak River Station 1",71.2480905,-156.4661025,"river","river"
"West","Elson West","MYR1","open water",2019-08-02,"surface",NA,NA,NA,NA,NA,11.25,97,NA,6.98,NA,140.4,8.8,NA,-13.8,NA,NA,"Mayoeak River Station 1",71.2480905,-156.4661025,"river","river"
"West","Elson West","MYR1","break up",2021-07-06,"surface",989,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.7,NA,"pump","Mayoeak River Station 1",71.2480905,-156.4661025,"river","river"
"West","Elson West","MYR1","open water",2021-08-05,"surface",1129,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.9,NA,"pump","Mayoeak River Station 1",71.2480905,-156.4661025,"river","river"
"West","Elson West","MYR1","break up",2022-07-02,"surface",1620,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.6,NA,"pump","Mayoeak River Station 1",71.2480905,-156.4661025,"river","river"
"West","Elson West","MYR1","open water",2022-08-06,"surface",997,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,NA,"pump","Mayoeak River Station 1",71.2480905,-156.4661025,"river","river"
